Date,Hotel_Name,Location,Room_Type,Occupancy_Rate,Bookings,Cancellations,Average_Daily_Rate,Revenue_per_Room,Season,Day_of_Week,Customer_Segment,Booking_Channel,Promotion_Applied,Lead_Time_Days,No_Show,Food_And_Beverage_Revenue,Total_Revenue,Customer_Rating,Length_of_Stay,CheckIn_Rating,Room_Cleanliness_Rating,Spa_Used,Parking_Used,Loyalty_Member,Referral_Source,Complaints_Received,Early_CheckIn,Early_CheckIn,Late_CheckOut,Special_Requests,Customer_Tier,Event_Attendance,Room_Service_Orders,Avg_Response_Time_Min,MiniBar_Usage,InRoom_Dining,Total_Laundry_Cost,Hotel_Branch,Mobile_CheckIn_Used
4/4/2023,City Lodge,Los Angeles,Deluxe,96.62966339,131,28,179.32,173.28,Spring,Tuesday,Leisure,Agent,No,37,Yes,79.25,252.53,3,1,4.8,3,No,Yes,No,Friend,1,Yes,Yes,No,3,Platinum,Yes,5,7.7,No,No,60.5,Airport,No
4/5/2023,Grand Inn,Miami,Suite,52.09544752,79,17,146.11,76.12,Spring,Wednesday,Group,Walk-in,No,40,No,81.33,157.45,3.1,2,4.6,4.2,No,Yes,No,Google,0,No,No,No,1,Silver,Yes,0,6.1,No,Yes,21.65,Suburban,No
4/6/2023,City Lodge,Los Angeles,Standard,83.7873126,106,5,108.44,90.86,Spring,Thursday,Business,Walk-in,No,6,No,112.16,203.02,1.8,8,3.3,2.7,No,Yes,No,OTA,0,No,No,Yes,0,Bronze,No,5,14.7,Yes,Yes,56.88,Downtown,Yes
4/7/2023,Mountain Stay,Chicago,Standard,85.00873477,164,26,81.06,68.91,Spring,Friday,Group,Walk-in,Yes,77,No,45.68,114.59,2.1,2,1.5,2.2,Yes,No,No,Social Media,0,Yes,Yes,No,0,Gold,Yes,1,9.6,No,No,40.93,Suburban,No
4/8/2023,Sunset Resort,New York,Deluxe,59.94069686,84,19,134.44,80.58,Spring,Saturday,Business,Walk-in,Yes,52,No,164.44,245.02,4.1,2,3.8,4,No,No,Yes,Google,0,Yes,Yes,Yes,4,Bronze,Yes,5,15.1,Yes,No,50.21,Downtown,No
4/9/2023,Sunset Resort,Chicago,Deluxe,90.8869795,76,0,72.59,65.97,Spring,Sunday,Business,Online,Yes,62,No,59.12,125.09,2.9,8,3.5,3.1,No,No,No,OTA,0,Yes,Yes,No,1,Platinum,No,0,29.1,No,No,22.24,Suburban,Yes
4/10/2023,Grand Inn,Los Angeles,Standard,66.24930228,125,0,165.41,109.58,Spring,Monday,Leisure,Phone,No,88,No,141.07,250.65,2.3,6,2,1.9,Yes,Yes,Yes,Google,2,Yes,Yes,Yes,0,Bronze,Yes,2,26.5,No,Yes,28.92,Beachside,Yes
4/11/2023,Ocean View,Seattle,Deluxe,74.33040444,28,11,138.52,102.96,Spring,Tuesday,Business,Walk-in,No,31,No,102.64,205.6,3.5,4,4.3,5,Yes,No,No,OTA,1,No,No,No,1,Gold,Yes,5,8.3,No,No,25.19,Suburban,No
4/12/2023,Grand Inn,New York,Standard,73.90482758,41,20,110.6,81.74,Spring,Wednesday,Leisure,Agent,Yes,37,No,117.18,198.92,3.6,3,3.4,1.3,Yes,Yes,Yes,Email,0,No,No,No,3,Platinum,Yes,4,13,No,Yes,36.84,Suburban,No
4/13/2023,Ocean View,New York,Suite,67.98536888,160,27,153.93,104.65,Spring,Thursday,Group,Walk-in,Yes,21,No,35.92,140.57,4.1,1,3.7,3.8,No,Yes,No,Friend,2,No,No,No,2,Bronze,No,4,11.8,No,No,6.3,Beachside,No
4/14/2023,Sunset Resort,Miami,Deluxe,82.1621241,108,1,127.84,105.04,Spring,Friday,Group,Phone,No,15,No,147,252.04,1.6,3,2.2,1.2,Yes,Yes,Yes,Friend,1,Yes,Yes,No,0,Silver,Yes,1,23.1,No,Yes,54.09,Suburban,Yes
4/15/2023,Grand Inn,Miami,Standard,81.90233081,195,3,163.52,133.93,Spring,Saturday,Business,Agent,Yes,51,No,37.72,171.65,4,9,1.1,1.7,No,No,No,Email,1,No,No,No,3,Platinum,Yes,0,21.4,No,Yes,48,Airport,Yes
4/16/2023,Mountain Stay,Seattle,Deluxe,43.7720204,37,16,171.23,74.95,Spring,Sunday,Leisure,Agent,No,28,No,22.69,97.64,3.4,5,2.6,3.4,Yes,Yes,Yes,Social Media,0,No,No,No,4,Gold,Yes,4,9.2,No,Yes,53.29,Beachside,Yes
4/17/2023,City Lodge,New York,Standard,89.56510364,134,3,128.94,115.49,Spring,Monday,Business,Agent,Yes,15,No,109.34,224.83,1.2,6,4.2,1.1,Yes,No,No,OTA,1,No,No,No,2,Gold,Yes,3,18.2,No,Yes,95.27,Suburban,No
4/18/2023,Ocean View,Seattle,Standard,45.06262018,187,10,142.88,64.39,Spring,Tuesday,Leisure,Online,No,75,Yes,141.86,206.25,4.1,5,1.1,3.9,Yes,Yes,Yes,Email,0,No,No,No,2,Gold,Yes,5,22.7,No,Yes,6.43,Downtown,Yes
4/19/2023,City Lodge,Miami,Deluxe,85.48819307,164,21,156.45,133.75,Spring,Wednesday,Leisure,Walk-in,Yes,16,No,10.01,143.76,2.5,1,2.2,4.2,Yes,No,No,Email,1,No,No,No,1,Gold,No,2,13.2,Yes,Yes,11.67,Airport,Yes
4/20/2023,City Lodge,Miami,Suite,86.90057705,162,25,107.79,93.67,Spring,Thursday,Leisure,Online,Yes,63,No,13.88,107.55,2.3,1,3.5,4.9,No,Yes,No,Email,0,Yes,Yes,No,0,Platinum,Yes,5,16.6,No,Yes,74.5,Suburban,No
4/21/2023,Grand Inn,New York,Standard,53.63550355,125,3,156.44,83.91,Spring,Friday,Group,Agent,No,88,No,160.54,244.45,2.8,4,2.8,3.8,Yes,Yes,No,Social Media,1,Yes,Yes,No,3,Bronze,Yes,0,6.3,No,No,6.01,Suburban,No
4/22/2023,City Lodge,Chicago,Standard,63.83778568,34,0,107.07,68.35,Spring,Saturday,Leisure,Online,No,12,No,161.81,230.16,2.4,3,4.1,4.3,Yes,No,Yes,OTA,0,Yes,Yes,No,0,Bronze,No,3,29.4,No,No,6.86,Beachside,Yes
4/23/2023,Mountain Stay,Los Angeles,Standard,53.41442997,82,6,166.97,89.19,Spring,Sunday,Group,Online,No,71,No,49.06,138.25,2.4,8,1.6,1.7,No,No,No,Google,0,No,No,No,4,Silver,Yes,3,17.4,No,Yes,51.51,Airport,Yes
4/24/2023,City Lodge,Miami,Suite,66.77618455,186,29,136.95,91.45,Spring,Monday,Leisure,Online,Yes,55,No,123.05,214.5,4.2,7,1.2,1.7,Yes,Yes,Yes,Google,0,Yes,Yes,Yes,3,Gold,Yes,2,23.8,No,No,13.38,Downtown,No
4/25/2023,Grand Inn,Miami,Suite,65.37948574,32,17,106.9,69.89,Spring,Tuesday,Group,Walk-in,No,4,Yes,88.64,158.53,1.5,7,4.9,1.3,No,No,Yes,Google,1,No,No,No,3,Bronze,Yes,0,15.8,No,No,73.98,Beachside,Yes
4/26/2023,Mountain Stay,Chicago,Deluxe,81.69490798,100,8,132.6,108.33,Spring,Wednesday,Corporate,Agent,No,11,No,126.54,234.87,4.9,8,1.2,3,Yes,Yes,No,Email,1,No,No,No,4,Gold,No,5,19,No,Yes,59,Downtown,Yes
4/27/2023,Sunset Resort,Chicago,Suite,89.65463119,51,28,133.87,120.02,Spring,Thursday,Group,Agent,Yes,40,No,172.58,292.6,3.2,7,2.4,1.9,No,No,Yes,OTA,0,No,No,No,0,Silver,No,0,21.9,Yes,No,11.33,Suburban,Yes
4/28/2023,City Lodge,Seattle,Deluxe,90.93525716,156,2,182.06,165.56,Spring,Friday,Group,Walk-in,No,2,No,15.97,181.53,1.7,2,2.6,2.4,Yes,Yes,No,Email,0,Yes,Yes,No,2,Platinum,Yes,1,10.9,No,No,43.95,Airport,Yes
4/29/2023,Grand Inn,Seattle,Deluxe,61.5674796,59,7,155.2,95.55,Spring,Saturday,Business,Online,No,32,No,155.6,251.15,1.5,4,2.1,3.2,Yes,Yes,Yes,Friend,0,No,No,No,0,Platinum,No,4,14.7,No,No,31.94,Airport,No
4/30/2023,Sunset Resort,Los Angeles,Suite,66.86167189,167,28,121.31,81.11,Spring,Sunday,Leisure,Online,No,85,No,98.61,179.72,3.4,6,1.8,3.3,Yes,No,Yes,OTA,0,No,No,Yes,0,Silver,Yes,5,8.3,No,Yes,73.63,Suburban,Yes
5/1/2023,Sunset Resort,Los Angeles,Deluxe,44.74842712,101,23,199.47,89.26,Spring,Monday,Corporate,Phone,Yes,49,No,112.83,202.09,3.5,3,2.6,3.8,No,Yes,Yes,Social Media,0,Yes,Yes,No,4,Bronze,No,0,14.1,No,Yes,46.4,Airport,Yes
5/2/2023,Ocean View,New York,Suite,57.911949,96,18,168.79,97.75,Spring,Tuesday,Business,Phone,Yes,55,No,130.79,228.54,1.2,3,4,3.5,No,Yes,No,OTA,1,No,No,Yes,0,Gold,Yes,4,26.5,Yes,No,86.22,Suburban,Yes
5/3/2023,Mountain Stay,Seattle,Deluxe,84.4727745,95,3,139.91,118.19,Spring,Wednesday,Leisure,Phone,Yes,8,No,184.52,302.71,2,6,4.5,1.2,Yes,No,No,Social Media,1,No,No,Yes,0,Gold,Yes,3,17,No,No,48.72,Airport,No
5/4/2023,City Lodge,Miami,Suite,94.23374235,191,17,103.38,97.42,Spring,Thursday,Corporate,Walk-in,No,81,No,11.34,108.76,4.2,1,3.1,4.2,Yes,No,Yes,Email,0,No,No,No,2,Bronze,No,2,13,No,Yes,78.01,Beachside,No
5/5/2023,Grand Inn,Seattle,Suite,51.48476692,57,19,137.26,70.67,Spring,Friday,Corporate,Agent,Yes,49,No,5.9,76.57,1.2,1,3.6,4.5,Yes,No,No,OTA,0,No,No,No,0,Gold,Yes,3,15.5,No,No,99.59,Downtown,No
5/6/2023,Ocean View,Miami,Deluxe,61.11303611,90,26,143.38,87.62,Spring,Saturday,Corporate,Phone,No,28,No,35.65,123.27,4.4,5,2,4.9,Yes,Yes,No,Friend,0,No,No,No,2,Bronze,No,2,28.3,No,No,18.09,Downtown,No
5/7/2023,Mountain Stay,Chicago,Standard,69.60391365,67,10,161.07,112.11,Spring,Sunday,Leisure,Agent,No,38,No,197.29,309.4,3.6,1,3.5,1.2,Yes,No,Yes,OTA,2,Yes,Yes,No,4,Bronze,No,3,18.5,No,No,19.93,Airport,Yes
5/8/2023,Ocean View,Seattle,Deluxe,74.20241738,37,26,168.22,124.82,Spring,Monday,Corporate,Agent,No,44,Yes,143.02,267.84,2.7,8,4.6,4.8,No,No,No,OTA,0,Yes,Yes,No,1,Bronze,No,4,21.6,No,No,87.53,Beachside,Yes
5/9/2023,Mountain Stay,Chicago,Suite,57.8559472,163,13,174.2,100.79,Spring,Tuesday,Corporate,Agent,Yes,16,No,122.93,223.72,2.4,2,1.6,1.4,Yes,Yes,Yes,Friend,0,No,No,No,1,Bronze,Yes,4,8.7,No,No,86.81,Downtown,No
5/10/2023,Mountain Stay,Los Angeles,Standard,76.36091567,58,24,101.66,77.63,Spring,Wednesday,Business,Walk-in,Yes,55,No,9.41,87.04,1.1,6,2.6,3.3,No,No,No,Social Media,1,Yes,Yes,No,4,Silver,Yes,1,5.4,No,No,90.3,Beachside,Yes
5/11/2023,City Lodge,Los Angeles,Deluxe,62.89240979,108,17,156.26,98.28,Spring,Thursday,Group,Walk-in,No,45,No,175.82,274.1,4.3,5,2.4,2.2,Yes,No,Yes,Friend,1,No,No,No,3,Platinum,Yes,1,12,Yes,Yes,17.12,Downtown,No
5/12/2023,Mountain Stay,New York,Deluxe,69.78321594,81,27,145.21,101.33,Spring,Friday,Leisure,Walk-in,No,66,No,162.55,263.88,1.6,4,3.7,3.2,No,No,Yes,Friend,0,No,No,No,0,Bronze,Yes,1,28.9,Yes,Yes,95.37,Airport,Yes
5/13/2023,Ocean View,Seattle,Deluxe,78.19426372,160,27,230.34,180.11,Spring,Saturday,Group,Walk-in,Yes,68,No,132.96,313.07,2.2,1,1.1,4.6,No,Yes,Yes,Friend,0,No,No,Yes,1,Platinum,No,1,18.3,No,No,84.82,Suburban,Yes
5/14/2023,Mountain Stay,Chicago,Standard,70.09633405,128,28,151.94,106.5,Spring,Sunday,Business,Phone,Yes,13,No,67.83,174.33,3.3,3,2.2,1.1,No,No,No,Email,0,No,No,No,4,Bronze,Yes,3,7,Yes,Yes,47.98,Airport,Yes
5/15/2023,City Lodge,Miami,Suite,63.45421164,100,15,131.32,83.33,Spring,Monday,Group,Online,Yes,66,No,14.1,97.43,2,4,2.3,4.9,Yes,Yes,Yes,OTA,0,No,No,Yes,2,Gold,Yes,4,9,Yes,No,85.79,Downtown,Yes
5/16/2023,City Lodge,Los Angeles,Deluxe,68.35585294,153,2,153.31,104.8,Spring,Tuesday,Corporate,Online,No,22,No,116.01,220.81,3,2,4.6,2.6,No,Yes,Yes,OTA,0,No,No,Yes,0,Gold,No,0,10.6,Yes,No,27.12,Beachside,No
5/17/2023,Ocean View,Los Angeles,Deluxe,68.67455561,96,14,149.74,102.83,Spring,Wednesday,Corporate,Online,Yes,60,No,143.94,246.77,4.2,2,1.7,4.2,Yes,Yes,No,Social Media,0,No,No,No,3,Gold,No,0,18.5,Yes,Yes,53.03,Suburban,Yes
5/18/2023,Sunset Resort,Miami,Deluxe,64.44983455,109,26,90.33,58.22,Spring,Thursday,Leisure,Phone,Yes,22,No,18.85,77.07,2.9,2,2.9,1.1,No,No,No,OTA,1,No,No,Yes,1,Gold,Yes,3,12.7,No,No,85.94,Beachside,Yes
5/19/2023,Sunset Resort,Chicago,Deluxe,66.11805906,33,26,162.25,107.28,Spring,Friday,Leisure,Online,Yes,26,No,126.75,234.03,4.8,1,4.2,1.2,No,Yes,Yes,OTA,1,No,No,No,3,Silver,Yes,5,27.8,No,Yes,6.85,Suburban,No
5/20/2023,Mountain Stay,Chicago,Deluxe,93.97970756,114,3,140.68,132.21,Spring,Saturday,Leisure,Phone,No,53,Yes,57.27,189.48,4.4,2,3.3,3.3,No,Yes,Yes,OTA,1,No,No,No,3,Bronze,Yes,0,28,No,Yes,54.27,Downtown,No
5/21/2023,Grand Inn,Seattle,Suite,78.41379172,73,4,149.2,116.99,Spring,Sunday,Business,Phone,Yes,9,No,152.85,269.84,2.3,6,2.6,2.2,No,No,Yes,Social Media,1,Yes,Yes,No,1,Platinum,Yes,1,22.4,Yes,No,38.15,Airport,Yes
5/22/2023,Mountain Stay,Seattle,Suite,65.56779523,151,16,123.79,81.17,Spring,Monday,Leisure,Phone,No,88,No,107.92,189.09,2.6,3,3.1,1.4,Yes,No,No,OTA,0,No,No,No,1,Platinum,No,0,25,No,Yes,33.76,Suburban,Yes
5/23/2023,Ocean View,New York,Deluxe,80.45431607,58,6,117.18,94.28,Spring,Tuesday,Business,Online,No,76,No,25.81,120.09,2.7,5,2.3,2.9,No,Yes,Yes,Friend,0,Yes,Yes,Yes,1,Platinum,Yes,1,14.8,Yes,Yes,74.16,Suburban,No
5/24/2023,Ocean View,Los Angeles,Standard,64.99270765,91,15,176.37,114.63,Spring,Wednesday,Corporate,Agent,No,15,No,105.3,219.93,3.5,1,2.3,4.6,No,Yes,No,Email,0,No,No,No,0,Platinum,Yes,5,19.6,No,No,74.41,Suburban,No
5/25/2023,Ocean View,Seattle,Suite,87.59686956,44,13,183.25,160.52,Spring,Thursday,Group,Online,Yes,40,No,79.15,239.67,2.1,8,1.8,1.6,Yes,Yes,Yes,Email,2,Yes,Yes,Yes,3,Bronze,No,1,6.2,No,No,48.98,Downtown,Yes
5/26/2023,Ocean View,Chicago,Standard,75.54463288,96,25,162.54,122.79,Spring,Friday,Corporate,Online,Yes,54,No,36.07,158.86,4.9,4,2.3,1.6,Yes,Yes,Yes,Social Media,0,No,No,Yes,0,Bronze,No,1,23.7,No,Yes,67.39,Airport,No
5/27/2023,Ocean View,Miami,Suite,68.39046784,179,15,95.68,65.44,Spring,Saturday,Corporate,Walk-in,Yes,60,No,168.3,233.74,3.4,9,2,1.5,No,No,Yes,Social Media,1,No,No,No,4,Gold,No,5,5.5,No,No,35.58,Suburban,Yes
5/28/2023,City Lodge,Chicago,Deluxe,76.71575389,185,6,164.49,126.19,Spring,Sunday,Corporate,Phone,No,85,No,2.21,128.4,2.6,4,3.8,2.7,No,No,Yes,Google,0,No,No,No,0,Bronze,No,0,19.8,No,Yes,87.05,Downtown,Yes
5/29/2023,Sunset Resort,Los Angeles,Suite,46.43685772,139,8,96.12,44.64,Spring,Monday,Leisure,Agent,Yes,80,No,62.43,107.07,3.6,2,4.8,4.5,No,Yes,No,Email,0,Yes,Yes,Yes,0,Silver,No,4,15.4,No,Yes,68.32,Airport,No
5/30/2023,Ocean View,Chicago,Deluxe,53.09848797,72,3,130.16,69.11,Spring,Tuesday,Leisure,Walk-in,No,86,No,2.52,71.63,2.6,3,4.5,4.3,Yes,No,No,Friend,1,No,No,No,0,Bronze,No,1,16.8,No,Yes,3.09,Downtown,Yes
5/31/2023,Grand Inn,New York,Suite,52.0911249,175,29,175.97,91.66,Spring,Wednesday,Leisure,Agent,Yes,48,No,19.2,110.86,4.3,5,3.8,1.3,Yes,Yes,No,Email,0,Yes,Yes,No,4,Silver,Yes,3,29.7,No,No,49.14,Suburban,Yes
6/1/2023,Grand Inn,Los Angeles,Deluxe,72.14414642,150,29,169.73,122.45,Summer,Thursday,Group,Agent,Yes,72,No,59.42,181.87,3.3,6,2.9,1.6,Yes,Yes,Yes,OTA,0,Yes,Yes,Yes,3,Bronze,No,1,7.6,No,No,56.55,Downtown,No
6/2/2023,Grand Inn,Miami,Deluxe,95.98772499,169,21,163.71,157.14,Summer,Friday,Leisure,Phone,Yes,51,Yes,10.85,167.99,1.2,7,1.1,2.7,No,Yes,No,Email,0,Yes,Yes,No,3,Gold,No,4,19.9,No,No,78.34,Airport,Yes
6/3/2023,Grand Inn,New York,Deluxe,100,115,10,189.39,189.39,Summer,Saturday,Business,Online,Yes,1,Yes,119.33,308.72,1.7,4,3.7,4.8,Yes,No,No,Email,1,Yes,Yes,No,3,Bronze,Yes,4,13.8,No,Yes,0.46,Suburban,Yes
6/4/2023,City Lodge,Los Angeles,Deluxe,79.57076652,185,1,166.8,132.72,Summer,Sunday,Corporate,Phone,No,49,No,17.37,150.09,4.5,7,3.8,2.1,Yes,Yes,Yes,Google,2,No,No,Yes,0,Bronze,Yes,0,18.5,Yes,Yes,97.42,Suburban,Yes
6/5/2023,Grand Inn,Miami,Standard,77.51266712,91,11,89.43,69.32,Summer,Monday,Group,Phone,No,85,No,140.34,209.66,3.3,3,4.1,2.7,Yes,No,No,Email,0,No,No,Yes,3,Gold,No,5,19.6,Yes,Yes,6.31,Suburban,Yes
6/6/2023,Ocean View,New York,Deluxe,42.98413399,81,11,138.91,59.71,Summer,Tuesday,Group,Walk-in,No,42,No,10.53,70.24,4.8,7,2.2,2.9,No,No,Yes,Email,0,No,No,No,3,Bronze,Yes,4,22,Yes,Yes,0.01,Downtown,No
6/7/2023,Mountain Stay,New York,Standard,61.859893,25,29,148.75,92.02,Summer,Wednesday,Group,Phone,No,76,No,11.86,103.88,1.3,4,2.6,3.4,Yes,Yes,Yes,Google,0,Yes,Yes,No,0,Silver,Yes,5,6.3,No,No,75.7,Beachside,No
6/8/2023,Grand Inn,Los Angeles,Standard,58.18324372,51,3,145.24,84.51,Summer,Thursday,Group,Online,Yes,7,No,61.07,145.58,2.2,8,3.4,2.3,Yes,No,Yes,Social Media,2,No,No,No,1,Silver,Yes,3,22.5,No,No,56.35,Suburban,Yes
6/9/2023,City Lodge,Seattle,Deluxe,60.68728603,118,17,131.49,79.8,Summer,Friday,Group,Agent,No,58,No,179.31,259.11,1.8,9,4.7,4.9,Yes,No,No,Google,1,Yes,Yes,No,0,Silver,Yes,1,8.8,No,No,13.77,Downtown,Yes
6/10/2023,City Lodge,New York,Standard,67.47784272,157,25,119.1,80.37,Summer,Saturday,Business,Phone,No,64,No,128.28,208.65,3.2,7,1.5,4,No,No,Yes,Email,0,Yes,Yes,No,3,Silver,Yes,0,9.6,Yes,No,41.23,Downtown,No
6/11/2023,Grand Inn,New York,Suite,62.91864133,150,20,222.02,139.69,Summer,Sunday,Corporate,Agent,No,80,No,154.03,293.72,2.5,8,3.3,2.4,No,Yes,Yes,OTA,0,Yes,Yes,No,2,Platinum,Yes,3,12.8,Yes,Yes,3.28,Beachside,No
6/12/2023,Mountain Stay,Miami,Deluxe,40.31050284,95,6,138.34,55.77,Summer,Monday,Group,Phone,Yes,11,No,28.31,84.08,1.6,8,3.6,2.8,Yes,No,No,OTA,0,No,No,No,1,Gold,Yes,0,11.2,No,No,95.85,Airport,No
6/13/2023,Grand Inn,Chicago,Standard,81.21865384,196,28,220.55,179.13,Summer,Tuesday,Corporate,Agent,No,3,No,166.83,345.96,3.6,2,2.3,2,No,Yes,Yes,Friend,0,No,No,Yes,3,Gold,Yes,3,5.3,No,Yes,15.4,Beachside,Yes
6/14/2023,City Lodge,Los Angeles,Deluxe,53.90885461,78,0,115.76,62.4,Summer,Wednesday,Leisure,Phone,No,76,No,1.63,64.03,3.1,9,3.6,1.6,No,Yes,No,Google,1,No,No,No,3,Bronze,No,3,22.4,Yes,No,91.4,Suburban,No
6/15/2023,Sunset Resort,Los Angeles,Deluxe,73.58870296,50,25,169.71,124.89,Summer,Thursday,Group,Walk-in,Yes,40,No,42.61,167.5,2.1,6,2.7,1.7,Yes,Yes,Yes,OTA,1,No,No,No,3,Gold,Yes,3,26.2,No,Yes,32.6,Suburban,No
6/16/2023,Ocean View,Seattle,Deluxe,100,112,25,156.89,156.89,Summer,Friday,Group,Agent,Yes,6,No,123.22,280.11,2.9,4,2,1.8,No,Yes,Yes,OTA,1,Yes,Yes,Yes,0,Bronze,No,0,9.7,No,No,81.73,Suburban,No
6/17/2023,City Lodge,Seattle,Standard,56.20923113,88,22,122.34,68.77,Summer,Saturday,Corporate,Phone,No,86,No,75.05,143.82,4,5,4.2,3.3,No,No,Yes,Social Media,0,No,No,No,1,Platinum,Yes,0,28.3,Yes,Yes,82.88,Airport,Yes
6/18/2023,Grand Inn,Los Angeles,Suite,32.04568716,71,25,135.97,43.57,Summer,Sunday,Group,Phone,No,87,No,196.84,240.41,1.8,5,3.5,2.3,Yes,No,Yes,OTA,2,No,No,No,2,Gold,Yes,4,24.4,No,Yes,15.55,Airport,No
6/19/2023,Ocean View,Seattle,Suite,65.70993667,108,12,149.55,98.27,Summer,Monday,Group,Walk-in,Yes,68,No,6.07,104.34,2.2,7,2.8,3.8,Yes,Yes,No,OTA,0,No,No,No,0,Bronze,Yes,3,15,No,No,56.56,Airport,Yes
6/20/2023,Grand Inn,Miami,Standard,86.51439452,146,5,124.68,107.87,Summer,Tuesday,Group,Walk-in,No,68,No,199.72,307.59,2.4,9,2.7,1.5,Yes,Yes,No,OTA,0,No,No,Yes,0,Gold,No,0,29.3,No,Yes,29.83,Downtown,Yes
6/21/2023,Grand Inn,Los Angeles,Deluxe,99.37521181,188,5,142.32,141.43,Summer,Wednesday,Business,Walk-in,Yes,80,No,124.73,266.16,4,7,3.7,1.2,No,No,No,Email,1,Yes,Yes,Yes,2,Gold,Yes,5,24.5,Yes,Yes,79.74,Airport,No
6/22/2023,Sunset Resort,Seattle,Standard,51.55675608,50,11,79.05,40.76,Summer,Thursday,Business,Agent,No,29,Yes,111.74,152.5,4.4,9,1.7,2.5,Yes,No,No,Email,0,Yes,Yes,No,3,Platinum,Yes,0,24.7,No,No,9.33,Suburban,No
6/23/2023,Ocean View,Los Angeles,Standard,77.45048835,103,7,171.35,132.71,Summer,Friday,Group,Agent,No,72,No,11.9,144.61,2.5,4,1.8,4.8,Yes,No,Yes,OTA,0,Yes,Yes,No,2,Platinum,Yes,2,26.4,No,Yes,78.66,Downtown,Yes
6/24/2023,Ocean View,Chicago,Standard,63.02034315,146,23,186.81,117.73,Summer,Saturday,Business,Walk-in,No,5,Yes,54.67,172.4,2.2,4,1.4,2.6,Yes,No,No,Social Media,2,No,No,Yes,2,Gold,Yes,2,24.3,No,No,95.82,Suburban,Yes
6/25/2023,Sunset Resort,New York,Deluxe,68.41077469,169,21,163.63,111.94,Summer,Sunday,Leisure,Online,No,88,No,184.93,296.87,4.6,6,3.9,3,No,Yes,No,Google,1,No,No,Yes,1,Silver,No,5,7.1,No,No,79.76,Downtown,No
6/26/2023,City Lodge,Los Angeles,Standard,100,151,18,217.93,217.93,Summer,Monday,Group,Online,No,18,Yes,70.85,288.78,5,8,1.2,1.1,No,No,No,OTA,1,No,No,No,1,Gold,No,3,18.4,No,No,80.45,Airport,Yes
6/27/2023,Grand Inn,New York,Deluxe,47.45544507,32,4,170.46,80.89,Summer,Tuesday,Leisure,Phone,Yes,79,No,132.33,213.22,3.7,9,2,4,No,Yes,No,Email,1,No,No,Yes,0,Bronze,No,0,13.5,Yes,Yes,38.2,Airport,No
6/28/2023,Mountain Stay,Seattle,Standard,73.80609492,64,17,184.28,136.01,Summer,Wednesday,Corporate,Online,Yes,84,No,199.9,335.91,5,1,2.5,2.6,No,No,No,OTA,2,No,No,Yes,4,Bronze,No,4,11,Yes,Yes,67.41,Beachside,No
6/29/2023,Grand Inn,New York,Suite,77.01539758,146,29,187.15,144.13,Summer,Thursday,Leisure,Phone,No,65,No,52.61,196.74,3.6,1,3.1,3.6,No,No,Yes,Friend,0,No,No,No,2,Silver,Yes,2,22.6,No,Yes,47.45,Downtown,Yes
6/30/2023,Grand Inn,Los Angeles,Standard,86.28679487,189,4,67.47,58.22,Summer,Friday,Corporate,Agent,No,9,No,115.22,173.44,3.9,8,3.4,4.6,No,No,Yes,OTA,0,Yes,Yes,No,2,Platinum,Yes,1,15.7,No,No,56.74,Downtown,No
7/1/2023,City Lodge,Chicago,Standard,71.4697473,133,29,162.71,116.29,Summer,Saturday,Group,Agent,No,15,No,139.29,255.58,2.6,7,4.2,1,Yes,Yes,No,OTA,0,No,No,Yes,4,Gold,Yes,0,17.8,No,Yes,25.87,Downtown,No
7/2/2023,Grand Inn,Seattle,Suite,74.62075809,196,24,108.51,80.97,Summer,Sunday,Corporate,Online,Yes,36,No,32.93,113.9,2.7,9,2.4,2.9,Yes,No,Yes,Friend,0,No,No,No,2,Platinum,Yes,0,29.7,No,Yes,28.86,Beachside,Yes
7/3/2023,Sunset Resort,Los Angeles,Deluxe,64.12527149,39,9,114.57,73.47,Summer,Monday,Corporate,Agent,Yes,78,No,29.73,103.2,1.6,3,3.9,3.5,Yes,No,No,Google,1,No,No,Yes,2,Silver,Yes,3,18,No,No,15.05,Suburban,No
7/4/2023,Sunset Resort,Seattle,Deluxe,74.03690412,100,0,119.79,88.69,Summer,Tuesday,Leisure,Walk-in,Yes,76,Yes,91.26,179.95,4.3,5,1.5,1.6,No,No,No,Friend,1,No,No,Yes,1,Bronze,No,4,14.3,Yes,Yes,61.24,Airport,No
7/5/2023,Ocean View,Miami,Standard,64.85211587,183,9,140.62,91.2,Summer,Wednesday,Leisure,Walk-in,Yes,76,No,77.16,168.36,4.7,3,2.6,4.1,No,No,No,Google,1,No,No,No,3,Silver,Yes,2,16.4,No,Yes,89.84,Airport,Yes
7/6/2023,Mountain Stay,New York,Suite,79.32357835,148,4,169.51,134.46,Summer,Thursday,Leisure,Online,Yes,31,Yes,142.84,277.3,3.5,5,2.8,3.4,Yes,No,No,Google,0,No,No,No,0,Platinum,Yes,5,21.9,No,No,58.6,Airport,Yes
7/7/2023,Grand Inn,Miami,Deluxe,64.45584496,162,11,163.02,105.08,Summer,Friday,Group,Online,Yes,46,No,13.9,118.98,2.4,1,4,4.4,Yes,Yes,Yes,Friend,0,Yes,Yes,Yes,3,Bronze,Yes,4,26.5,No,No,38.75,Suburban,Yes
